"Ad set name",Age,Gender,"Ad name","Campaign name",Day,"Delivery status","Delivery level","Ad set name","Amount spent (USD)","Result Type","Cost per result","CPM (cost per 1,000 impressions)",Reach,"hook rate","hold rate","Video average play time","CTR (link click-through rate)","Link clicks","CPC (cost per link click)","Adds to cart","Website adds to cart","Cost per add to cart","Checkouts initiated","Website checkouts initiated","Cost per checkout initiated",Purchases,"Website purchases","Cost per purchase","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on advertising spend)",Frequency,"Reporting starts","Reporting ends"
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-09,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-08-09,2025-08-09
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.41,,,205,2,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",2.79,,,214.61538462,13,0.53846154,0.71428571,17,7.69230769,1,2.79,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.78,,,390,2,0.5,1,62,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.01,,,10,1,1,1,29,100,1,0.01,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.05,,,50,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",1.3,,,162.5,8,0.75,0.33333333,11,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.74,,,370,2,0.5,0,5,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,male,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0,,,0,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.93,,,84.54545455,8,0.36363636,0.25,5,9.09090909,1,0.93,,,,,,,,,,,,1.375,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.1,,,50,2,0.5,0,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.06,,,60,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,male,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.07,,,70,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",15.6,,,132.20338983,108,0.60169492,0.42253521,15,8.47457627,10,1.56,5,5,3.12,1,1,15.6,,,,,,1.09259259,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.92,,,153.33333333,6,0.5,0.33333333,18,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.28,,,93.71428571,32,0.51428571,0.38888889,10,11.42857143,4,0.82,1,1,3.28,1,1,3.28,,,,,,1.09375,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",7.89,,,98.625,77,0.475,0.57894737,16,2.5,2,3.945,1,1,7.89,1,1,7.89,,,,,,1.03896104,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.08,,,80,1,1,0,6,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.23,,,230,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.4,,,200,2,1,1,51,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.62,,,88.57142857,7,0.85714286,0.33333333,24,28.57142857,2,0.31,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.21,,,70,3,0.33333333,1,21,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.08,,,26.66666667,3,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.13,,,130,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.01,,,10,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.6,,,120,3,0.8,0,7,20,1,0.6,,,,,,,,,,,,1.66666667,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0,,,0,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.09,,,90,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",14.61,,,143.23529412,93,0.6372549,0.49230769,18,7.84313725,8,1.82625,1,1,14.61,,,,,,,,,1.09677419,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",1.51,,,1510,1,1,0,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.12,,,40,2,0.66666667,0,6,33.33333333,1,0.12,,,,,,,,,,,,1.5,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.46,,,92,5,0.6,0.33333333,19,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.1,,,50,2,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",25-34,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.01,,,10,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,male,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,1,1,15,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",2.37,,,592.5,4,0.25,0,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.44,,,220,1,0,,1,,,,,,,,,,,,,,,2,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",1.64,,,126.15384615,9,0.30769231,0.25,17,15.38461538,2,0.82,1,1,1.64,1,1,1.64,,,,,,1.44444444,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.02,,,20,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",1.52,,,152,9,0.7,0.28571429,44,,,,,,,,,,,,,,,1.11111111,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.17,,,170,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",1.16,,,165.71428571,6,0.57142857,0.25,6,14.28571429,1,1.16,,,,,,,,,,,,1.16666667,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.27,,,67.5,4,0.25,1,191,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",2.37,,,237,10,0.5,0,6,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,male,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.44,,,146.66666667,2,0.66666667,0,9,,,,,,,,,,,,,,,1.5,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.15,,,50,3,1,0.33333333,8,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,male,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.07,,,35,2,0,,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.06,,,60,1,0,,2,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",1.28,,,91.42857143,12,0.57142857,0,5,,,,,,,,,,,,,,,1.16666667,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.55,,,68.75,8,0.75,0.5,13,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,male,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,1,0,11,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.12,,,120,1,1,0,6,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.02,,,20,1,0,,1,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",25-34,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.37,,,370,1,1,1,109,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.28,,,280,1,0,,1,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.45,,,90,4,0.4,0,3,,,,,,,,,,,,,,,1.25,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.1,,,100,1,0,,1,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.09,,,90,1,1,0,6,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,male,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.02,,,20,1,1,0,9,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.39,,,97.5,4,0.25,0,2,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.36,,,180,2,1,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",1.1,,,137.5,8,0.625,0.2,7,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.1,,,50,2,0,,1,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.02,,,20,1,0,,,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.24,,,240,1,1,0,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.34,,,68,5,0.4,0,5,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,male,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.12,,,120,1,1,0,5,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.45,,,225,2,0.5,1,372,50,1,0.45,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.15,,,50,2,0.33333333,0,5,,,,,,,,,,,,,,,1.5,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",25-34,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,1,1,16,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.7,,,70,10,0.8,0.25,12,10,1,0.7,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",1.27,,,211.66666667,6,0.83333333,0,6,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.61,,,122,5,0.4,1,18,20,1,0.61,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.01,,,10,1,1,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.22,,,55,4,0.5,0.5,18,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.69,,,690,1,0,,2,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.05,,,50,1,0,,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.42,,,142.35294118,14,0.58823529,0.3,12,5.88235294,1,2.42,,,,,,,,,,,,1.21428571,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.19,,,190,1,0,,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.44,,,220,2,0.5,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",18.62,,,122.5,138,0.51973684,0.37974684,14,3.28947368,5,3.724,,,,,,,,,,,,1.10144928,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.79,,,98.75,8,0.625,0.4,15,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
